Location,Date,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Causes,Comments,New Cat
Moorea,,MRSF1,2,Pocillopora,6,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,2,SM,1,P,P,P,Predation-Drupella ,P
Moorea,,MRSF1,2,Acropora,1,T,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,1,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,3,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF1,2,Porites,1,M,0,,,,,H
Moorea,,MRSF1,2,Acropora,4,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,"P, PD",P,P,"Predation-Drupella, Partly dead",P
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"PR, PD",PR,,"Pigmentation Response, Partly dead",PR
Moorea,,MRSF1,2,Pocillopora,1,SM,1,"P, PD",P,P,"Predation, Partly dead",P
Moorea,,MRSF1,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"GA, PR, B",GA,,"Growth anomalies, Pigmentation Response, Bleached",GA
Moorea,,MRSF1,2,Pocillopora,1,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF1,2,Porites,1,M,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Montipora,1,E,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"PR, B",PR,,"Pigmentation Response, Bleached",PR
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached ,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,3,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,4,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation-Drupella,P
Moorea,,MRSF1,2,Pocillopora,1,SM,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,2,Pocillopora,6,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation-Drupella,P
Moorea,,MRSF1,2,Montastrea,1,M,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,2,Pocillopora,6,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,7,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Montipora,1,E,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"GA,B",GA,,"Growth Anomalies, Bleached",GA
Moorea,,MRSF1,2,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Montipora,1,E,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,5,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,13,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,6,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Pocillopora,2,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Pocillopora,5,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Porites,1,M,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,"B, P",B,B,"Bleached, Predation-Drupella",BL
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,6,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,14,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"GA, B",GA,,"Growth Anomalies, Bleached",GA
Moorea,,MRSF1,2,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,1,P,P,P,Predation-Drupella,P
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Porites,1,M,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,3,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF1,2,Porites,1,M,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Acropora,2,T,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,3,D,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Acropora,1,D,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,D,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,5,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,11,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,5,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Porites,3,M,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation,P
Moorea,,MRSF1,2,Porites,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,PR,PR,,Pigmentaion Response,PR
Moorea,,MRSF1,2,Acropora,1,D,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,2,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,11,SM,0,,,,,H
Moorea,,MRSF1,2,Porites,2,M,0,,,,,H
Moorea,,MRSF1,2,Acropora,3,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation-Drupella,P
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,2,SM,1,"P, PD",P,P,"Predation - Drupella, Partly dead",P
Moorea,,MRSF1,2,Montastrea,1,M,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,2,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Fungia,1,S,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,2,Stylophora,1,B,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,3,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,7,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Pocillopora,2,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF1,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,5,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,7,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Pocillopora,11,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,5,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Pocillopora,15,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Porites,1,M,1,UWS,UWS,WSO,Ulcerative white spots ,UWS
Moorea,,MRSF1,2,Pocillopora,17,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"GA, B",GA,,"Growth Anomalies, Bleached",GA
Moorea,,MRSF1,2,Porites,1,M,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Acropora,2,B,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,5,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,2,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,8,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"PR, B",PR,,"Pigmentation Response, Bleached",PR
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"GA, PD",GA,,"Growth Anomalies, Partly dead",GA
Moorea,,MRSF1,2,Porites,1,M,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,14,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,7,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,7,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,6,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,8,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Pocillopora,3,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,3,SM,1,P,P,P,Predation,P
Moorea,,MRSF1,2,Porites,1,M,1,UWS,UWS,WSO,Ulcerative white spots ,UWS
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,2,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Porites,2,M,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,3,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,B,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,7,SM,0,,,,,H
Moorea,,MRSF1,2,Porites,1,M,0,,,,,H
Moorea,,MRSF1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,2,Porites,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,2,Porites,1,SM,1,UWS,UWS,WSO,Ulcerative white spots ,UWS
Moorea,,MRSF1,2,Pocillopora,9,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,2,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,2,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,2,Pocillopora,5,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,2,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,"PR, PD",PR,,"Pigmentation Response, Partly dead",PR
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,2,Pocillopora,13,SM,0,,,,,H
Moorea,,MRSF1,2,Acropora,2,T,0,,,,,H
Moorea,,MRSF1,2,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,2,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Favia,1,M,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,11,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,2,SM,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,16,SM,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,3,Montastrea,1,M,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,3,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,2,"PR, PD",PR,,"Pigmentation Response, Partly dead",PR
Moorea,,MRSF1,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,1,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,2,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Pocillopora,1,SM,2,"GA, PR",GA,,"Growth Anomalies, Pigmentation Response",GA
Moorea,,MRSF1,3,Montastrea,1,E,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,7,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,3,Acropora,1,D,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,1,SM,2,"GA, PD",GA,,"Growth Anomalies, Partly dead",GA
Moorea,,MRSF1,3,Pocillopora,10,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Porites,1,M,0,,,,,H
Moorea,,MRSF1,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,2,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Pocillopora,1,SM,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,3,Pocillopora,11,SM,1,B,B,B,,BL
Moorea,,MRSF1,3,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF1,3,Acropora,1,D,0,,,,,H
Moorea,,MRSF1,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,3,Montastrea,1,M,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,3,Pocillopora,6,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Acropora,1,B,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Montastrea,1,M,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,3,Porites,1,M,1,"UWS, PD",UWS,WSO,"Ulcerative white spots, Partly dead",UWS
Moorea,,MRSF1,3,Pocillopora,7,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF1,3,Porites,2,M,0,,,,,H
Moorea,,MRSF1,3,Acropora,1,D,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,2,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Acropora,1,B,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Montastrea,2,M,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,3,Pocillopora,4,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Acropora,1,B,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,3,Montastrea,1,B,1,B,B,B,,BL
Moorea,,MRSF1,3,Pavona,1,SM,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,3,Pocillopora,13,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,11,SM,0,,,,,H
Moorea,,MRSF1,3,Porites,2,M,0,,,,,H
Moorea,,MRSF1,3,Acropora,1,D,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,5,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Acropora,1,D,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Porites,3,B,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,1,SM,1,"B, PD",B,B,"Bleached, partly dead",BL
Moorea,,MRSF1,3,Stylophora,1,B,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Porites,1,M,1,"UWS, PD",UWS,WSO,"Ulcerative White Spot, Partly dead",UWS
Moorea,,MRSF1,3,Pavona,1,SM,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,14,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,3,Acropora,2,D,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,2,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Acropora,1,D,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF1,3,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,3,Pocillopora,2,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Pocillopora,12,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF1,3,Acropora,1,D,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,5,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,1,SM,1,P,P,P,Predation - Drupella,P
Moorea,,MRSF1,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,16,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,2,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,3,Acropora,2,D,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,5,SM,2,GA,GA,,Grwoth Anomalies,GA
Moorea,,MRSF1,3,Acropora,1,B,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,13,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,7,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,3,SM,1,P,P,P,Predation ,P
Moorea,,MRSF1,3,Pocillopora,25,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,20,SM,0,,,,,H
Moorea,,MRSF1,3,Porites,1,M,0,,,,,H
Moorea,,MRSF1,3,Acropora,6,D,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,4,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Porites,3,M,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,11,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,16,SM,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,1,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,12,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF1,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,4,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF1,3,Pocillopora,32,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,9,SM,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,2,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,3,Acropora,2,T,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,9,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,2,SM,2,"GA, B",GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,9,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,1,SM,2,PR,PR,,Pigmentation Response,PR
Moorea,,MRSF1,3,Porites,1,M,0,,,,,H
Moorea,,MRSF1,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,2,SM,2,GA,GA,,Growth Anomalies,GA
Moorea,,MRSF1,3,Pocillopora,5,SM,2,"GA, B",GA,,"Growth Anomalies, Bleached",GA
Moorea,,MRSF1,3,Pocillopora,1,SM,2,"GA, P",GA,,"Growth Anomalies, Predation - Drupella",GA
Moorea,,MRSF1,3,Pocillopora,5,SM,1,B,B,B,Bleached,BL
Moorea,,MRSF1,3,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF1,3,Porites,2,M,0,,,,,H
Moorea,,MRSF1,3,Acropora,2,T,0,,,,,H
Moorea,,MRSF1,3,Pocillopora,4,SM,2,GA,GA,,Growth Anomalies,GA
