Location,Date,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Causes,Comments,New Cat
Moorea,,MRSRF2,3,Porites,5,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,2,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,2,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,1,B,1,"P,B",P,P,,P
Moorea,,MRSRF2,3,Porites,3,SM,0,,,,,H
Moorea,,MRSRF2,3,Echinopora,1,E,3,PD,,,,PD
Moorea,,MRSRF2,3,Pocillopora,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,3,Montipora,7,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,13,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,1,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,3,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,2,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF2,3,Echinopora,8,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,11,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,4,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,5,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,3,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,6,SM,1,"P, B",P,P,,P
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,1,SM,1,P,P,P,,P
Moorea,,MRSRF2,3,Montipora,10,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,2,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,12,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Fungia,3,S,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,6,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Pocillopora,5,B,1,B,B,B,,BL
Moorea,,MRSRF2,3,Fungia,1,S,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,5,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,10,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,7,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,7,SM,1,"P, UWS, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,4,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,3,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Fungia,1,S,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,1,SM,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,1,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,2,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,14,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,2,SM,2,"GA, B, P, PD",GA,,,GA
Moorea,,MRSRF2,3,Porites,3,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF2,3,Echinopora,3,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Acropora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,6,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,13,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Echinopora,7,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Fungia,1,S,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Favites,1,M,1,B,B,B,,BL
Moorea,,MRSRF2,3,Montipora,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,3,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,14,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,6,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,5,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Leptastrea,1,M,1,B,B,B,,BL
Moorea,,MRSRF2,3,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,3,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,5,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Pavona,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Echinopora,2,SM,1,P,P,P,,P
Moorea,,MRSRF2,3,Acropora,1,T,1,B,B,B,,BL
Moorea,,MRSRF2,3,Fungia,1,S,1,P,P,P,,P
Moorea,,MRSRF2,3,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Acropora,1,T,0,,,,,H
Moorea,,MRSRF2,3,Porites,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,4,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,5,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,8,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,4,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,6,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,5,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,4,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,21,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Fungia,7,S,0,,,,,H
Moorea,,MRSRF2,3,Porites,8,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,11,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Acropora,1,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,1,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,15,,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,3,F,0,,,,,H
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Fungia,1,S,1,B,B,B,,BL
Moorea,,MRSRF2,3,Pavona,7,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,5,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Pavona,3,F,0,,,,,H
Moorea,,MRSRF2,3,Pavona,4,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,3,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,2,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,6,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Echinopora,2,B,0,,,,,H
Moorea,,MRSRF2,3,Montipora,5,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,1,SM,3,PD,,,,PD
Moorea,,MRSRF2,3,Acropora,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,3,Montipora,15,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,4,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Pavona,5,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,3,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF2,3,Montipora,2,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,8,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,2,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,10,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Echinopora,1,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,3,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Echinopora,2,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,10,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,2,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Montipora,10,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,3,SM,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,3,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,5,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Pavona,1,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,4,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Echinopora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,8,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Acropora,1,B,4,"E, PD",,,,IG
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,4,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,3,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,5,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,3,B,0,,,,,H
Moorea,,MRSRF2,3,Echinopora,4,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,1,SM,1,P,P,P,,P
Moorea,,MRSRF2,3,Montipora,5,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,3,B,2,"GA, PD",GA,,,GA
Moorea,,MRSRF2,3,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Acropora,3,T,1,"B, GA, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,1,F,0,,,,,H
Moorea,,MRSRF2,3,Montipora,6,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,8,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,2,SM,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,14,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,6,F,0,,,,,H
Moorea,,MRSRF2,3,Montipora,1,F,4,"E, PD",,,,IG
Moorea,,MRSRF2,3,Montipora,15,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,3,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Acropora,1,T,1,"P,B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,1,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,3,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,13,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,1,F,0,,,,,H
Moorea,,MRSRF2,3,Fungia,1,F,0,,,,,H
Moorea,,MRSRF2,3,Porites,2,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,2,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,1,SM,1,P,P,P,,P
Moorea,,MRSRF2,3,Montipora,5,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,10,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,7,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,6,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,4,SM,0,,,,,H
Moorea,,MRSRF2,3,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Fungia,1,S,1,B,B,B,,BL
Moorea,,MRSRF2,3,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,17,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Acropora,1,B,0,,,,,H
Moorea,,MRSRF2,3,Fungia,1,S,0,,,,,H
Moorea,,MRSRF2,3,Montipora,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,3,Fungia,7,S,1,"P, B",P,P,,P
Moorea,,MRSRF2,3,Montipora,6,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,4,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,1,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,7,SM,1,P,P,P,,P
Moorea,,MRSRF2,3,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Fungia,2,F,0,,,,,H
Moorea,,MRSRF2,3,Montipora,2,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,7,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,10,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,6,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pocillopora,1,B,0,,,,,H
Moorea,,MRSRF2,3,Porites,1,F,1,B,B,B,,BL
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Fungia,1,S,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,2,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,12,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,2,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,3,F,0,,,,,H
Moorea,,MRSRF2,3,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Fungia,1,F,0,,,,,H
Moorea,,MRSRF2,3,Montipora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,1,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Pavona,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Pocillopora,2,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,3,Pocillopora,2,B,1,B,B,B,,BL
Moorea,,MRSRF2,3,Montipora,1,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,3,SM,0,,,,,H
Moorea,,MRSRF2,3,Pocillopora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pocillopora,1,B,2,"PR, B",PR,,,PR
Moorea,,MRSRF2,3,Montipora,3,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,2,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,3,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Fungia,1,F,1,"P, B",P,P,,P
Moorea,,MRSRF2,3,Montipora,6,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Fungia,3,S,0,,,,,H
Moorea,,MRSRF2,3,Porites,3,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Pavona,1,F,0,,,,,H
Moorea,,MRSRF2,3,Pavona,4,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,1,B,1,P,P,P,,P
Moorea,,MRSRF2,3,Montipora,8,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Acropora,1,B,0,,,,,H
Moorea,,MRSRF2,3,Montipora,5,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,2,SM,0,,,,,H
Moorea,,MRSRF2,3,Fungia,1,S,0,,,,,H
Moorea,,MRSRF2,3,Herpolitha,1,S,0,,,,,H
Moorea,,MRSRF2,3,Porites,1,B,0,,,,,H
Moorea,,MRSRF2,3,Acropora,1,B,1,"WS, B, P,PD",WS,WS,,WS
Moorea,,MRSRF2,3,Montipora,11,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,2,F,0,,,,,H
Moorea,,MRSRF2,3,Montipora,9,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,5,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Fungia,1,S,3,PD,,,,PD
Moorea,,MRSRF2,3,Acropora,1,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,5,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Echinopora,2,B,3,PD,,,,PD
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,6,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,3,F,0,,,,,H
Moorea,,MRSRF2,3,Montipora,3,B,0,,,,,H
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,2,SM,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Pocillopora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,M,0,,,,,H
Moorea,,MRSRF4,1,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,1,B,0,,,,,H
Moorea,,MRSRF4,1,Montipora,1,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,10,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"PR, B",PR,,,PR
Moorea,,MRSRF4,1,Porites,5,M,2,"E, PD, PR",,,Worm/ invert borrows,PR
Moorea,,MRSRF4,1,Leptastrea,1,SM,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,1,M,0,,,,,H
Moorea,,MRSRF4,1,Porites,4,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,1,SM,0,,,,,H
Moorea,,MRSRF4,1,Porites,2,M,1,FB,FB,B,,FB
Moorea,,MRSRF4,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,1,SM,1,"FB, P",FB,B,,FB
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"PR, B",PR,,,PR
Moorea,,MRSRF4,1,Montipora,2,F,1,"B, PD",B,B,Mostly dead and stressed colonies,BL
Moorea,,MRSRF4,1,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF4,1,Porites,1,SM,1,B,B,B,,BL
Moorea,,MRSRF4,1,Porites,1,M,1,"FB, P",FB,B,,FB
Moorea,,MRSRF4,1,Porites,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF4,1,Acropora,2,B,1,B,B,B,,BL
Moorea,,MRSRF4,1,Porites,1,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"IG, PR, B",IG,,,IG
Moorea,,MRSRF4,1,Porites,1,M,0,,,,,H
Moorea,,MRSRF4,1,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,2,M,4,E,,,,IG
Moorea,,MRSRF4,1,Montipora,1,SM,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,3,M,4,"E, PD",,,,IG
Moorea,,MRSRF4,1,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF4,1,Pocillopora,1,B,2,"PR, IG",PR,,,PR
Moorea,,MRSRF4,1,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF4,1,Pavona,1,SM,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,3,M,1,"E, B, PD",,,Some parts of the colony also covered with cynobacteria and filamentous algae,BL
Moorea,,MRSRF4,1,Porites,6,M,0,,,,,H
Moorea,,MRSRF4,1,Porites,2,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Pavona,1,M,0,,,,,H
Moorea,,MRSRF4,1,Pavona,1,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,2,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF4,1,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,3,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF4,1,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSRF4,1,Porites,2,M,4,"E, PD",,,,IG
Moorea,,MRSRF4,1,Porites,1,M,2,"PR, E, PD",PR,,,PR
Moorea,,MRSRF4,1,Porites,5,M,0,,,,,H
Moorea,,MRSRF4,1,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF4,1,Pocillopora,1,B,0,,,,,H
Moorea,,MRSRF4,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,1,M,2,"E, PR, PD",,,,PR
Moorea,,MRSRF4,1,Porites,1,B,1,"E, P, PD",,,,P
Moorea,,MRSRF4,1,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,B,0,,,,,H
Moorea,,MRSRF4,1,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"PR, B",PR,,,PR
Moorea,,MRSRF4,1,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF4,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Pavona,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Pocillopora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Pavona,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,SM,2,"E, PR, PD",,,,PR
Moorea,,MRSRF4,1,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSRF4,1,Porites,1,M,1,"P, UWS, E, PD",P,P,,P
Moorea,,MRSRF4,1,Pocillopora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF4,1,Montipora,1,E,1,"P, UWS, B, PD",P,P,,P
Moorea,,MRSRF4,1,Porites,1,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF4,1,Porites,1,SM,2,"GA, PD",GA,,,GA
Moorea,,MRSRF4,1,Montipora,1,E,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"GA, IG, PD",GA,,,GA
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"PR, IG, PD",PR,,,PR
Moorea,,MRSRF4,1,Porites,1,SM,2,"PR, UWS, P, PD",PR,,,PR
Moorea,,MRSRF4,1,Porites,3,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Porites,2,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF4,1,Porites,3,M,2,"E, PR, PD",,,,PR
Moorea,,MRSRF4,1,Porites,2,M,1,"E, UWS, P, PD",,,,UWS
Moorea,,MRSRF4,1,Porites,2,M,2,"PR, UWS,PD",PR,,,PR
Moorea,,MRSRF4,1,Porites,1,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF4,1,Montipora,1,E,1,"B, P",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF4,1,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF4,1,Porites,1,SM,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF4,1,Porites,2,M,4,"E, PD",,,,IG
Moorea,,MRSRF4,1,Porites,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF4,1,Montipora,1,F,0,,,,,H
Moorea,,MRSRF4,1,Favites,1,M,1,"P, B",P,P,,P
Moorea,,MRSRF4,1,Porites,1,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF4,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF4,1,Montipora,2,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,E,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF4,1,Porites,1,SM,1,"B, UWS, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF4,1,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Pocillopora,1,SM,2,"PR, B",PR,,,PR
Moorea,,MRSRF4,1,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,5,M,2,"PR, B, PD",PR,,,PR
Moorea,,MRSRF4,1,Porites,1,M,1,P,P,P,,P
Moorea,,MRSRF4,1,Montipora,1,M,1,"P, B, PD",P,P,,P
Moorea,,MRSRF4,1,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF4,1,Porites,4,SM,1,"P, UWS, PD",P,P,,P
Moorea,,MRSRF4,1,Porites,1,M,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSRF4,1,Porites,3,M,1,"P, PR, PD",P,P,,P
Moorea,,MRSRF4,1,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF4,1,Porites,2,M,1,"P, PD",P,P,,P
